,idPhoronix,nb_models,ls_architecture,ls_cpuop-mode,ls_cpu,ls_threadpercore,ls_corepersocket,ls_socket,ls_numanode,ls_vendorid,ls_cpufamily,ls_model,ls_modelname,ls_stepping,ls_cpumhz,ls_cpumaxmhz,ls_cpuminmhz,ls_bogomips,ls_l1dcache,ls_l1icache,ls_l2cache,ls_l3cache,cp_vendor_id,cp_cpufamily,cp_model,cp_modelname,cp_stepping,cp_cpumhz,cp_cachesize,cp_physicalid,cp_siblings,cp_cpucores,cp_apicid,cp_cpuidlevel,cp_bogomips,cp_clflushsize,cp_cache_alignment,cp_addresssizes,price_dollar,cp_modelname.1,ls_range,ls_modelname.1,id,Model name,Process,TDP,Release Year
2428.0,IntelXeonX5670,1,x86_64,32.64,2.0,1.0,1.0,,1.0,GenuineIntel,6.0,44.0,,2.0,2926.0,2926.0,2926.0,5852.0,32.0,32.0,256.0,12288.0,GenuineIntel,6.0,44.0,Intel(R)Xeon(R)CPUX5670@2.93GHz,2.0,2933.437,12288.0,,,,,11.0,5866.87,64.0,64.0,40.48,45.0,Intel Xeon CPU X5670@2.93GHz,Intel Xeon,,Intel Xeon X5670,Intel Xeon X5670,32.0,95.0,2010.0
2430.0,IntelXeonX5675,1,x86_64,32.64,12.0,2.0,6.0,1.0,1.0,GenuineIntel,6.0,44.0,Intel(R)Xeon(R)CPUX5675@3.07GHz,2.0,1675.119,3068.0,1600.0,6133.85,32.0,32.0,256.0,12288.0,GenuineIntel,6.0,44.0,Intel(R)Xeon(R)CPUX5675@3.07GHz,2.0,1674.5339999999999,12288.0,0.0,12.0,6.0,0.0,11.0,6133.85,64.0,64.0,40.48,35.0,Intel Xeon CPU X5675@3.07GHz,Intel Xeon,Intel Xeon CPU X5675@3.07GHz,Intel Xeon X5675,Intel Xeon X5675,32.0,95.0,2011.0
2431.0,IntelXeonX5677,1,x86_64,32.64,8.0,2.0,4.0,1.0,1.0,GenuineIntel,6.0,44.0,,2.0,3458.015,3458.0159999999996,3458.0170000000003,6916.03,32.0,32.0,256.0,12288.0,GenuineIntel,6.0,44.0,Intel(R)Xeon(R)CPUX5677@3.47GHz,2.0,3458.015,12288.0,0.0,8.0,4.0,0.0,11.0,6916.03,64.0,64.0,40.48,110.0,Intel Xeon CPU X5677@3.47GHz,Intel Xeon,,Intel Xeon X5677,Intel Xeon X5677,32.0,130.0,2010.0
2433.0,IntelXeonX5687,1,x86_64,32.64,8.0,2.0,4.0,1.0,1.0,GenuineIntel,6.0,44.0,,2.0,1596.0,1596.0,1596.0,7181.82,32.0,32.0,256.0,12288.0,GenuineIntel,6.0,44.0,Intel(R)Xeon(R)CPUX5687@3.60GHz,2.0,3592.0,12288.0,0.0,8.0,4.0,0.0,11.0,7183.18,64.0,64.0,40.48,150.0,Intel Xeon CPU X5687@3.60GHz,Intel Xeon,,Intel Xeon X5687,Intel Xeon X5687,32.0,130.0,2011.0
2434.0,IntelXeonX5690,1,x86_64,32.64,1.0,1.0,1.0,1.0,1.0,GenuineIntel,6.0,44.0,,2.0,3465.065,3465.066,3465.067,6930.13,,,,,GenuineIntel,6.0,44.0,Intel(R)Xeon(R)CPUX5690@3.47GHz,2.0,3465.065,0.0,0.0,1.0,1.0,0.0,11.0,6930.13,64.0,64.0,40.48,95.0,Intel Xeon CPU X5690@3.47GHz,Intel Xeon,,Intel Xeon X5690,Intel Xeon X5690,32.0,130.0,2011.0
2436.0,AMDA10-7800RadeonR712ComputeCores4C,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,AuthenticAMD,21.0,48.0,,1.0,1400.0,1400.0,1400.0,7000.11,16.0,96.0,2048.0,,AuthenticAMD,21.0,48.0,AMDA10-7800RadeonR7.12ComputeCores4C+8G,1.0,1400.0,2048.0,0.0,4.0,2.0,16.0,13.0,7000.11,64.0,64.0,48.48,54.0,AMD A10-7800RadeonR7.12ComputeCores4C+8G,AMD A,,AMD A10-7800RadeonR712ComputeCores4C,AMD A10-7850KAPU,28.0,65.0,2014.0
2437.0,AMDA10-8700PRadeonR610ComputeCores4C,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,AuthenticAMD,21.0,96.0,AMDA10-8700PRadeonR6.10ComputeCores4C+6G,1.0,1800.0,1800.0,1300.0,3594.85,512.0,386.0,4000.0,,AuthenticAMD,21.0,96.0,AMDA10-8700PRadeonR6.10ComputeCores4C+6G,1.0,2044.121,1024.0,0.0,4.0,2.0,16.0,13.0,3594.85,64.0,64.0,48.48,466.0,AMD A10-8700PRadeonR6.10ComputeCores4C+6G,AMD A,AMD A10-8700PRadeonR6.10ComputeCores4C+6G,AMD A10-8700PRadeonR610ComputeCores4C,AMD A10-8700P,28.0,25.0,2015.0
2438.0,AMDA12-9720PRADEONR712COMPUTECORES4C,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,AuthenticAMD,21.0,101.0,AMDA12-9720PRADEONR7.12COMPUTECORES4C+8G,1.0,1400.0,2700.0,1400.0,5389.9,64.0,192.0,2000.0,,AuthenticAMD,21.0,101.0,AMDA12-9720PRADEONR7.12COMPUTECORES4C+8G,1.0,1800.0,1024.0,0.0,4.0,2.0,16.0,13.0,5389.9,64.0,64.0,48.48,500.0,AMD A12-9720PRADEONR7.12COMPUTECORES4C+8G,AMD A,AMD A12-9720PRADEONR7.12COMPUTECORES4C+8G,AMD A12-9720PRADEONR712COMPUTECORES4C,AMD A12-9720P,28.0,15.0,2016.0
2439.0,AMDA6-6310APUwithAMDRadeonR4,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,AuthenticAMD,22.0,48.0,AMDA6-6310APUwithAMDRadeonR4Graphics,1.0,1200.0,1800.0,1000.0,3593.13,32.0,32.0,2048.0,,AuthenticAMD,22.0,48.0,AMDA6-6310APUwithAMDRadeonR4Graphics,1.0,1000.0,2048.0,0.0,4.0,4.0,0.0,13.0,3593.25,64.0,64.0,40.48,177.0,AMD A6-6310APUwithAMD RadeonR4Graphics,AMD A,AMD A6-6310APUwithAMD RadeonR4Graphics,AMD A6-6310APUwithAMD RadeonR4,AMD A6-6310,28.0,15.0,2014.0
2440.0,AMDA6-7400KRadeonR56ComputeCores2C,1,x86_64,32.64,2.0,2.0,1.0,1.0,1.0,AuthenticAMD,21.0,48.0,,1.0,1400.0,1400.0,1400.0,7000.15,16.0,96.0,1024.0,,AuthenticAMD,21.0,48.0,AMDA6-7400KRadeonR5.6ComputeCores2C+4G,1.0,1400.0,1024.0,0.0,2.0,1.0,16.0,13.0,7000.15,64.0,64.0,48.48,62.0,AMD A6-7400KRadeonR5.6ComputeCores2C+4G,AMD A,,AMD A6-7400KRadeonR56ComputeCores2C,AMD A6-7400K,28.0,65.0,2014.0
2441.0,AMDA8-7600RadeonR710ComputeCores4C,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,AuthenticAMD,21.0,48.0,AMDA8-7600RadeonR7.10ComputeCores4C+6G,1.0,1900.0,3100.0,1400.0,6187.33,16.0,96.0,2048.0,,AuthenticAMD,21.0,48.0,AMDA8-7600RadeonR7.10ComputeCores4C+6G,1.0,3100.0,2048.0,0.0,4.0,2.0,16.0,13.0,6187.33,64.0,64.0,48.48,61.0,AMD A8-7600RadeonR7.10ComputeCores4C+6G,AMD A,AMD A8-7600RadeonR7.10ComputeCores4C+6G,AMD A8-7600RadeonR710ComputeCores4C,AMD A8-7600,28.0,65.0,2014.0
2442.0,AMDA8-7650KRadeonR710ComputeCores4C,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,AuthenticAMD,21.0,48.0,AMDA8-7650KRadeonR7.10ComputeCores4C+6G,1.0,2677.598,3300.0,1900.0,6633.12,16.0,96.0,2048.0,,AuthenticAMD,21.0,48.0,AMDA8-7650KRadeonR7.10ComputeCores4C+6G,1.0,2098.626,2048.0,0.0,4.0,2.0,16.0,13.0,6633.12,64.0,64.0,48.48,64.0,AMD A8-7650KRadeonR7.10ComputeCores4C+6G,AMD A,AMD A8-7650KRadeonR7.10ComputeCores4C+6G,AMD A8-7650KRadeonR710ComputeCores4C,AMD A8-7670K,28.0,95.0,2015.0
2442.0,AMDA8-7670KRadeonR710ComputeCores4C,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,AuthenticAMD,21.0,56.0,AMDA8-7670KRadeonR7.10ComputeCores4C+6G,1.0,3724.2090000000003,3600.0,1900.0,7184.42,32.0,192.0,4000.0,,AuthenticAMD,21.0,56.0,AMDA8-7670KRadeonR7.10ComputeCores4C+6G,1.0,3374.942,2048.0,0.0,4.0,2.0,16.0,13.0,7184.42,64.0,64.0,48.48,90.0,AMD A8-7670KRadeonR7.10ComputeCores4C+6G,AMD A,AMD A8-7670KRadeonR7.10ComputeCores4C+6G,AMD A8-7670KRadeonR710ComputeCores4C,AMD A8-7670K,28.0,95.0,2015.0
2443.0,AMDAthlon5150APUwithRadeonR3,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,AuthenticAMD,22.0,0.0,,1.0,800.0,800.0,800.0,3200.29,32.0,32.0,2048.0,,AuthenticAMD,22.0,0.0,AMDAthlon(tm)5150APUwithRadeon(tm)R3,1.0,800.0,2048.0,0.0,4.0,4.0,0.0,13.0,3200.29,64.0,64.0,40.48,99.0,AMD Athlon 5150APUwithRadeonR3,AMD Athlon,,AMD Athlon 5150APUwithRadeonR3,AMD Athlon 5150,28.0,25.0,2014.0
2444.0,AMDAthlon5350APU,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,AuthenticAMD,22.0,0.0,AMDAthlon(tm)5350APUwithRadeon(tm)R3,1.0,800.0,2050.0,800.0,4092.35,32.0,32.0,2048.0,,AuthenticAMD,22.0,0.0,AMDAthlon(tm)5350APUwithRadeon(tm)R3,1.0,800.0,2048.0,0.0,4.0,4.0,0.0,13.0,4092.35,64.0,64.0,40.48,130.0,AMD Athlon 5350APUwithRadeonR3,AMD Athlon,AMD Athlon 5350APUwithRadeonR3,AMD Athlon 5350APU,AMD Athlon 5350,28.0,25.0,2014.0
2444.0,AMDAthlon5350APUwithRadeonR3,1,x86_64,32.64,4.0,1.0,4.0,1.0,,AuthenticAMD,22.0,0.0,AMDAthlon(tm)5350APUwithRadeon(tm)R3,1.0,800.0,2050.0,800.0,4092.36,32.0,32.0,2048.0,,AuthenticAMD,22.0,0.0,AMDAthlon(tm)5350APUwithRadeon(tm)R3,1.0,2050.0,2048.0,0.0,4.0,4.0,0.0,13.0,4092.36,64.0,64.0,40.48,130.0,AMD Athlon 5350APUwithRadeonR3,AMD Athlon,AMD Athlon 5350APUwithRadeonR3,AMD Athlon 5350APUwithRadeonR3,AMD Athlon 5350,28.0,25.0,2014.0
2445.0,AMDAthlon7750,1,x86_64,32.64,2.0,1.0,2.0,1.0,1.0,AuthenticAMD,16.0,2.0,,3.0,1350.0,1350.0,1350.0,5411.89,64.0,64.0,512.0,2048.0,AuthenticAMD,16.0,2.0,AMDAthlon(tm)7750Dual-CoreProcessor,3.0,2706.21,512.0,0.0,2.0,2.0,0.0,5.0,5414.93,64.0,64.0,48.48,80.0,AMD Athlon 7750Dual-CoreProcessor,AMD Athlon,,AMD Athlon 7750,AMD Athlon 7750,65.0,95.0,2008.0
2446.0,AMDAthlonII170u,1,i686,32.64,1.0,1.0,1.0,1.0,,AuthenticAMD,16.0,6.0,,3.0,2000.0,2000.0,2000.0,4026.79,64.0,64.0,1024.0,,AuthenticAMD,16.0,6.0,AMDAthlon(tm)II170uProcessor,3.0,2000.0,1024.0,0.0,1.0,1.0,0.0,5.0,4026.79,64.0,64.0,48.48,24.0,AMD Athlon II170uProcessor,AMD Athlon,,AMD Athlon II170u,AMD Athlon II170u,45.0,20.0,2010.0
2447.0,AMDAthlonIIX24400e,1,i686,64.0,2.0,1.0,2.0,,,AuthenticAMD,16.0,6.0,,2.0,800.0,800.0,800.0,,64.0,64.0,1024.0,,AuthenticAMD,16.0,6.0,AMDAthlon(tm)IIX24400eProcessor,2.0,800.0,1024.0,0.0,2.0,2.0,0.0,5.0,5388.53,64.0,64.0,48.48,38.0,AMD Athlon IIX24400eProcessor,AMD Athlon,,AMD Athlon IIX24400e,AMD Athlon IIX24400e,45.0,37.0,2009.0
2448.0,AMDAthlonX4750KQuadCore,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,AuthenticAMD,21.0,16.0,AMDAthlon(tm)X4750KQuadCoreProcessor,1.0,3416.9509999999996,3416.952,3416.953,6836.64,16.0,64.0,2048.0,,AuthenticAMD,21.0,16.0,AMDAthlon(tm)X4750KQuadCoreProcessor,1.0,3416.9509999999996,2048.0,0.0,4.0,2.0,16.0,13.0,6836.64,64.0,64.0,48.48,190.0,AMD Athlon X4750KQuadCoreProcessor,AMD Athlon,AMD Athlon X4750KQuadCoreProcessor,AMD Athlon X4750KQuadCore,AMD Athlon X4750KQuadCore,32.0,100.0,2012.0
2449.0,AMDAthlonX4845QuadCore,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,AuthenticAMD,21.0,96.0,AMDAthlon(tm)X4845QuadCoreProcessor,1.0,1800.0,3500.0,1800.0,6986.53,32.0,96.0,1024.0,,AuthenticAMD,21.0,96.0,AMDAthlon(tm)X4845QuadCoreProcessor,1.0,3500.0,1024.0,0.0,4.0,2.0,16.0,13.0,6986.53,64.0,64.0,48.48,79.0,AMD Athlon X4845QuadCoreProcessor,AMD Athlon,AMD Athlon X4845QuadCoreProcessor,AMD Athlon X4845QuadCore,AMD Athlon X4845QuadCore,28.0,65.0,2016.0
2450.0,AMDAthlonX4860KQuadCore,1,x86_64,,,,,,,,21.0,48.0,,1.0,1700.0,1700.0,1700.0,8384.38,,,,,AuthenticAMD,21.0,48.0,AMDAthlon(tm)X4860KQuadCoreProcessor,1.0,1700.0,2048.0,0.0,4.0,2.0,16.0,13.0,8384.38,64.0,64.0,48.48,26.0,AMD Athlon X4860KQuadCoreProcessor,AMD Athlon,,AMD Athlon X4860KQuadCore,AMD Athlon X4860KQuadCore,28.0,95.0,2014.0
2451.0,AMDEPYC753232-Core,1,x86_64,32.64,64.0,2.0,32.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC753232-CoreProcessor,0.0,1390.461,2400.0,1500.0,4790.96,1000.0,1000.0,16000.0,256000.0,AuthenticAMD,23.0,49.0,AMDEPYC753232-CoreProcessor,0.0,1495.523,512.0,0.0,64.0,32.0,0.0,16.0,4790.96,64.0,64.0,43.48,3158.0,AMD EPYC 753232-CoreProcessor,AMD EPYC,AMD EPYC 753232-CoreProcessor,AMD EPYC 753232-Core,AMD EPYC 753232-Core,7.0,200.0,2020.0
2452.0,AMDEPYC766264-Core,1,x86_64,32.64,128.0,2.0,64.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC766264-CoreProcessor,0.0,1497.019,2000.0,1500.0,3992.4,2000.0,2000.0,32000.0,256000.0,AuthenticAMD,23.0,49.0,AMDEPYC766264-CoreProcessor,0.0,1496.974,512.0,0.0,128.0,64.0,0.0,16.0,3992.4,64.0,64.0,43.48,7000.0,AMD EPYC 766264-CoreProcessor,AMD EPYC,AMD EPYC 766264-CoreProcessor,AMD EPYC 766264-Core,AMD EPYC 766264-Core,7.0,225.0,2020.0
2453.0,AMDFireProV4800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,AMD FirePro v4800,AMD FirePro v4800,40.0,69.0,2014.0
2454.0,AMDFireProV7900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0,,,,AMD FirePro v7900,AMD FirePro v7900,40.0,150.0,2011.0
2455.0,AMDG-T56N,1,i686,32.64,2.0,1.0,2.0,1.0,,AuthenticAMD,20.0,1.0,,0.0,1600.0,1600.0,1600.0,3200.31,32.0,32.0,512.0,,AuthenticAMD,20.0,1.0,AMDG-T56NProcessor,0.0,800.0,512.0,0.0,2.0,2.0,0.0,6.0,3200.31,64.0,64.0,36.48,35.0,AMD G-T56NProcessor,,,AMD G-T56N,AMD G-T56N,40.0,18.0,2011.0
2456.0,AMDGX-424CCSOC,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,AuthenticAMD,22.0,48.0,AMDGX-424CCSOCwithRadeon(TM)R5EGraphics,1.0,1000.0,2400.0,1000.0,4790.7,32.0,32.0,2048.0,,AuthenticAMD,22.0,48.0,AMDGX-424CCSOCwithRadeon(TM)R5EGraphics,1.0,1000.0,2048.0,0.0,4.0,4.0,0.0,13.0,4790.7,64.0,64.0,40.48,91.0,AMD GX-424CCSOCwithRadeonR5EGraphics,,AMD GX-424CCSOCwithRadeonR5EGraphics,AMD GX-424CCSOC,AMD GX-424CCSOC,28.0,25.0,2014.0
2457.0,AMDOpteron170,1,x86_64,32.64,2.0,1.0,2.0,1.0,1.0,AuthenticAMD,15.0,35.0,,2.0,2000.0,2000.0,2000.0,4020.76,64.0,64.0,1024.0,,AuthenticAMD,15.0,35.0,DualCoreAMDOpteron(tm)Processor170,2.0,2000.0,1024.0,0.0,2.0,2.0,0.0,1.0,4020.76,64.0,64.0,40.48,75.0,DualCoreAMD Opteron Processor170,AMD Opteron,,AMD Opteron 170,AMD Opteron 170,90.0,110.0,2005.0
2458.0,AMDOpteron2356,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,AuthenticAMD,15.0,6.0,,1.0,2311.846,2311.847,2311.848,4623.69,64.0,64.0,512.0,,AuthenticAMD,15.0,6.0,CommonKVMprocessor,1.0,2311.846,512.0,0.0,4.0,4.0,0.0,5.0,4623.69,64.0,64.0,40.48,90.0,CommonKVMprocessor,AMD Opteron,,AMD Opteron 2356,AMD Opteron 2356,65.0,75.0,2008.0
2459.0,AMDOpteron2374HE,1,x86_64,64.0,4.0,1.0,1.0,,,AuthenticAMD,16.0,4.0,,2.0,3332344.486,3332344.4869999997,3332344.488,,64.0,64.0,512.0,6144.0,AuthenticAMD,16.0,4.0,Quad-CoreAMDOpteron(tm)Processor2374HE,2.0,1710094.281,512.0,,,,,5.0,4400.17,64.0,64.0,48.48,27.0,Quad-CoreAMD Opteron Processor2374HE,AMD Opteron,,AMD Opteron 2374HE,AMD Opteron 2374HE,45.0,79.0,2009.0
2460.0,AMDOpteron23xx,1,x86_64,32.64,1.0,1.0,1.0,,1.0,AuthenticAMD,15.0,6.0,,1.0,2100.0,2100.0,2100.0,4200.0,64.0,64.0,512.0,,AuthenticAMD,15.0,6.0,AMDOpteron23xx(Gen3ClassOpteron),1.0,2100.0,512.0,,,,,5.0,4200.0,64.0,64.0,48.48,65.0,AMD Opteron 23xx(Gen3ClassOpteron ),AMD Opteron,,AMD Opteron 23xx,AMD Opteron 23xx,28.0,77.0,2016.0
2461.0,AMDOpteron62xxclass,1,i686,32.64,5.0,1.0,1.0,,,AuthenticAMD,21.0,1.0,,2.0,2200.042,2200.0429999999997,2200.044,4400.08,64.0,64.0,512.0,,AuthenticAMD,21.0,1.0,AMDOpteron62xxclassCPU,2.0,2799.95,512.0,,,,,13.0,5599.9,64.0,64.0,40.48,103.0,AMD Opteron 62xxclass CPU ,AMD Opteron,,AMD Opteron 62xxclass,AMD Opteron 62xxclass,28.0,115.0,2016.0
2462.0,AMDOpteronX3216APU,1,x86_64,32.64,2.0,1.0,2.0,1.0,1.0,AuthenticAMD,21.0,96.0,AMDOpteron(tm)X3216APU,1.0,1200.0,1600.0,1200.0,3193.96,32.0,64.0,1024.0,,AuthenticAMD,21.0,96.0,AMDOpteron(tm)X3216APU,1.0,1200.0,1024.0,0.0,2.0,2.0,16.0,13.0,3193.96,64.0,64.0,48.48,230.0,AMD Opteron X3216APU,AMD Opteron,AMD Opteron X3216APU,AMD Opteron X3216APU,AMD Opteron X3216APU,28.0,15.0,2017.0
2463.0,AMDPhenom8650Triple-Core,1,x86_64,32.64,3.0,1.0,3.0,1.0,1.0,AuthenticAMD,16.0,2.0,,3.0,1150.0,1150.0,1150.0,5520.36,64.0,64.0,512.0,2048.0,AuthenticAMD,16.0,2.0,AMDPhenom(tm)8650Triple-CoreProcessor,3.0,2300.0,512.0,0.0,3.0,3.0,0.0,5.0,4621.32,64.0,64.0,48.48,19.0,AMD Phenom 8650Triple-CoreProcessor,AMD Phenom,,AMD Phenom 8650Triple-Core,AMD Phenom 8650Triple-Core,65.0,95.0,2008.0
2464.0,AMDPhenom9500,1,x86_64,64.0,4.0,1.0,4.0,,1.0,AuthenticAMD,16.0,2.0,,2.0,1100.0,1100.0,1100.0,,64.0,64.0,512.0,2048.0,AuthenticAMD,16.0,2.0,AMDPhenom(tm)9500Quad-CoreProcessor,2.0,1100.0,512.0,0.0,4.0,4.0,0.0,5.0,4388.73,64.0,64.0,48.48,30.0,AMD Phenom 9500Quad-CoreProcessor,AMD Phenom,,AMD Phenom 9500,AMD Phenom 9500,65.0,95.0,2007.0
2465.0,AMDPhenom9550,1,x86_64,32.64,4.0,1.0,1.0,4.0,1.0,AuthenticAMD,16.0,2.0,,3.0,1999.999,1999.1,1999.1001,3999.99,64.0,64.0,512.0,,AuthenticAMD,16.0,2.0,AMDPhenom(tm)9550Quad-CoreProcessor,3.0,1999.999,512.0,,,,,5.0,3999.99,64.0,64.0,40.48,30.0,AMD Phenom 9550Quad-CoreProcessor,AMD Phenom,,AMD Phenom 9550,AMD Phenom 9550,65.0,95.0,2008.0
2466.0,AMDPhenom9650,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,AuthenticAMD,16.0,2.0,AMDPhenom(tm)9650Quad-CoreProcessor,3.0,2300.0,2300.0,1150.0,4621.14,1024.0,1024.0,8000.0,32000.0,AuthenticAMD,16.0,2.0,AMDPhenom(tm)9650Quad-CoreProcessor,3.0,2300.0,512.0,0.0,4.0,4.0,0.0,5.0,4599.84,64.0,64.0,48.48,40.0,AMD Phenom 9650Quad-CoreProcessor,AMD Phenom,AMD Phenom 9650Quad-CoreProcessor,AMD Phenom 9650,AMD Phenom 9650,65.0,95.0,2008.0
2467.0,AMDPhenom9950,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,AuthenticAMD,16.0,2.0,,3.0,3200.0879999999997,3200.0890000000004,3200.09,6401.56,64.0,64.0,512.0,2048.0,AuthenticAMD,16.0,2.0,AMDPhenom(tm)9950Quad-CoreProcessor,3.0,3200.0879999999997,512.0,0.0,4.0,4.0,0.0,5.0,6400.17,64.0,64.0,48.48,200.0,AMD Phenom 9950Quad-CoreProcessor,AMD Phenom,,AMD Phenom 9950,AMD Phenom 9950,65.0,125.0,2008.0
2468.0,AMDPhenomIIN620,1,x86_64,32.64,2.0,1.0,2.0,1.0,,AuthenticAMD,16.0,6.0,,3.0,800.0,800.0,800.0,5585.67,64.0,64.0,1024.0,,AuthenticAMD,16.0,6.0,AMDPhenom(tm)IIN620Dual-CoreProcessor,3.0,2800.0,1024.0,0.0,2.0,2.0,0.0,5.0,5585.67,64.0,64.0,48.48,4.0,AMD Phenom IIN620Dual-CoreProcessor,AMD Phenom,,AMD Phenom IIN620,AMD Phenom IIN620,45.0,35.0,2010.0
2469.0,AMDPhenomIIX4973,1,i686,32.64,4.0,1.0,4.0,1.0,,AuthenticAMD,16.0,4.0,,3.0,800.0,800.0,800.0,5600.36,64.0,64.0,512.0,6144.0,AuthenticAMD,16.0,4.0,AMDPhenom(tm)IIX4973Processor,3.0,800.0,512.0,0.0,4.0,4.0,0.0,5.0,5600.27,64.0,64.0,48.48,70.0,AMD Phenom IIX4973Processor,AMD Phenom,,AMD Phenom IIX4973,AMD Phenom IIX4973,14.0,65.0,2010.0
2470.0,AMDPhenomIIX4B55,1,x86_64,32.64,3.0,1.0,3.0,1.0,1.0,AuthenticAMD,16.0,4.0,,3.0,800.0,800.0,800.0,6430.09,64.0,64.0,512.0,6144.0,AuthenticAMD,16.0,4.0,AMDPhenom(tm)IIX4B55Processor,3.0,3200.0,512.0,0.0,3.0,3.0,0.0,5.0,6430.09,64.0,64.0,48.48,39.0,AMD Phenom IIX4B55Processor,AMD Phenom,,AMD Phenom IIX4B55,AMD Phenom IIX4B55,45.0,125.0,2010.0
2471.0,AMDRyzen75700U,1,x86_64,32.64,16.0,2.0,8.0,1.0,1.0,AuthenticAMD,23.0,104.0,AMDRyzen75700UwithRadeonGraphics,1.0,1400.0,4369.9209,1400.0,3593.14,256.0,256.0,4000.0,8000.0,AuthenticAMD,23.0,104.0,AMDRyzen75700UwithRadeonGraphics,1.0,1700.0,512.0,0.0,16.0,8.0,0.0,16.0,3593.14,64.0,64.0,48.48,1218.0,AMD Ryzen 75700UwithRadeonGraphics,AMD Ryzen,AMD Ryzen 75700UwithRadeonGraphics,AMD Ryzen 75700U,AMD Ryzen 75700U,7.0,25.0,2021.0
2472.0,AMDRyzen75800U,1,x86_64,32.64,16.0,2.0,8.0,1.0,1.0,AuthenticAMD,25.0,80.0,AMDRyzen75800UwithRadeonGraphics,0.0,1900.0,1900.0,1600.0,3794.67,256.0,256.0,4000.0,16000.0,AuthenticAMD,25.0,80.0,AMDRyzen75800UwithRadeonGraphics,0.0,1900.0,512.0,0.0,16.0,8.0,0.0,16.0,3794.67,64.0,64.0,48.48,464.0,AMD Ryzen 75800UwithRadeonGraphics,AMD Ryzen,AMD Ryzen 75800UwithRadeonGraphics,AMD Ryzen 75800U,AMD Ryzen 75800U,7.0,25.0,2021.0
2473.0,AMDRyzen7PRO4750U,1,x86_64,32.64,16.0,2.0,8.0,1.0,1.0,AuthenticAMD,23.0,96.0,AMDRyzen7PRO4750UwithRadeonGraphics,1.0,3587.925,1700.0,1400.0,3395.13,256.0,256.0,4000.0,8000.0,AuthenticAMD,23.0,96.0,AMDRyzen7PRO4750UwithRadeonGraphics,1.0,3457.7,512.0,0.0,16.0,8.0,0.0,16.0,3395.13,64.0,64.0,48.48,210.0,AMD Ryzen 7PRO4750UwithRadeonGraphics,AMD Ryzen,AMD Ryzen 7PRO4750UwithRadeonGraphics,AMD Ryzen 7PRO4750U,AMD Ryzen 7PRO4750U,7.0,15.0,2020.0
2474.0,AMDSempron3850APUwithRadeonR3,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,AuthenticAMD,22.0,0.0,,1.0,800.0,800.0,800.0,2595.04,32.0,32.0,2048.0,,AuthenticAMD,22.0,0.0,AMDSempron(tm)3850APUwithRadeon(tm)R3,1.0,800.0,2048.0,0.0,4.0,4.0,0.0,13.0,2595.05,64.0,64.0,40.48,51.0,AMD Sempron3850APUwithRadeonR3,,,AMD Sempron3850APUwithRadeonR3,AMD Sempron3850APUwithRadeonR3,28.0,25.0,2014.0
2475.0,IntelAtomE3950,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,92.0,Intel(R)Atom(TM)ProcessorE3950@1.60GHz,9.0,1593.599,2000.0,800.0,3187.2,24.0,32.0,1024.0,,GenuineIntel,6.0,92.0,Intel(R)Atom(TM)ProcessorE3950@1.60GHz,9.0,1593.599,1024.0,0.0,4.0,4.0,0.0,21.0,3187.2,64.0,64.0,39.48,45.0,Intel  AtomProcessorE3950@1.60GHz,Intel Atom,Intel  AtomProcessorE3950@1.60GHz,Intel AtomE3950,Intel AtomE3950,14.0,12.0,2016.0
2476.0,IntelAtomx5-Z8350,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,76.0,Intel(R)Atom(TM)x5-Z8350CPU@1.44GHz,4.0,1679.9620000000002,1920.0,480.0,2879.89,,,,,GenuineIntel,6.0,76.0,Intel(R)Atom(TM)x5-Z8350CPU@1.44GHz,4.0,1679.9620000000002,1024.0,0.0,4.0,4.0,0.0,11.0,2879.89,64.0,64.0,36.48,21.0,Intel  Atomx5-Z8350 CPU @1.44GHz,Intel Atom,Intel  Atomx5-Z8350 CPU @1.44GHz,Intel Atomx5-Z8350,Intel Atomx5-Z8350,14.0,2.0,2016.0
